"Station Name","Date (Local Standard Time)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Wind Speed 2 m Avg. (km/h)","Wind Speed 2 m Avg. Source Flag","Wind Speed 2 m Avg. Record Completeness (%)","Wind Speed 10 m Avg. (km/h)","Wind Speed 10 m Avg. Source Flag","Wind Speed 10 m Avg. Record Completeness (%)","Wind Dir. 10 m Avg. (°)","Wind Dir. 10 m Avg. Source Flag","Wind Dir. 10 m Avg. Record Completeness (%)"
"Calgary Int'L CS","01-March-2021","5.0","AGGREGATED","100.0","","","","23.2","AGGREGATED","100.0","243.1","AGGREGATED","100.0"
"Calgary Int'L CS","02-March-2021","1.7","AGGREGATED","100.0","","","","9.1","AGGREGATED","100.0","221.9","AGGREGATED","100.0"
"Calgary Int'L CS","03-March-2021","2.0","AGGREGATED","100.0","","","","9.0","AGGREGATED","100.0","172.2","AGGREGATED","100.0"
"Calgary Int'L CS","04-March-2021","1.7","AGGREGATED","100.0","","","","6.1","AGGREGATED","100.0","223.4","AGGREGATED","100.0"
"Calgary Int'L CS","05-March-2021","5.0","AGGREGATED","100.0","","","","14.3","AGGREGATED","100.0","193.6","AGGREGATED","100.0"
"Calgary Int'L CS","06-March-2021","2.1","AGGREGATED","100.0","","","","14.9","AGGREGATED","100.0","208.0","AGGREGATED","100.0"
"Calgary Int'L CS","07-March-2021","0.7","AGGREGATED","100.0","","","","10.8","AGGREGATED","100.0","227.8","AGGREGATED","100.0"
"Calgary Int'L CS","08-March-2021","0.5","AGGREGATED","100.0","","","","13.0","AGGREGATED","100.0","7.3","AGGREGATED","100.0"
"Calgary Int'L CS","09-March-2021","-0.8","AGGREGATED","100.0","","","","10.0","AGGREGATED","100.0","195.1","AGGREGATED","100.0"
"Calgary Int'L CS","10-March-2021","-5.3","AGGREGATED","100.0","","","","16.7","AGGREGATED","100.0","7.7","AGGREGATED","100.0"
"Calgary Int'L CS","11-March-2021","-4.6","AGGREGATED","100.0","","","","10.2","AGGREGATED","100.0","184.2","AGGREGATED","100.0"
"Calgary Int'L CS","12-March-2021","5.9","AGGREGATED","100.0","","","","9.5","AGGREGATED","100.0","292.5","AGGREGATED","100.0"
"Calgary Int'L CS","13-March-2021","5.3","AGGREGATED","100.0","","","","13.1","AGGREGATED","100.0","186.2","AGGREGATED","100.0"
"Calgary Int'L CS","14-March-2021","7.3","AGGREGATED","100.0","","","","13.5","AGGREGATED","100.0","197.0","AGGREGATED","100.0"
"Calgary Int'L CS","15-March-2021","1.4","AGGREGATED","100.0","","","","19.3","AGGREGATED","100.0","7.9","AGGREGATED","100.0"
"Calgary Int'L CS","16-March-2021","-0.1","AGGREGATED","100.0","","","","8.9","AGGREGATED","100.0","102.0","AGGREGATED","100.0"
"Calgary Int'L CS","17-March-2021","1.6","AGGREGATED","100.0","","","","9.2","AGGREGATED","100.0","192.8","AGGREGATED","100.0"
"Calgary Int'L CS","18-March-2021","6.1","AGGREGATED","100.0","","","","10.0","AGGREGATED","100.0","208.8","AGGREGATED","100.0"
"Calgary Int'L CS","19-March-2021","7.9","AGGREGATED","100.0","","","","20.5","AGGREGATED","100.0","242.8","AGGREGATED","100.0"
"Calgary Int'L CS","20-March-2021","4.4","AGGREGATED","100.0","","","","19.0","AGGREGATED","100.0","271.9","AGGREGATED","100.0"
"Calgary Int'L CS","21-March-2021","1.0","AGGREGATED","100.0","","","","16.1","AGGREGATED","100.0","181.7","AGGREGATED","100.0"
"Calgary Int'L CS","22-March-2021","2.5","AGGREGATED","100.0","","","","19.9","AGGREGATED","100.0","337.5","AGGREGATED","100.0"
"Calgary Int'L CS","23-March-2021","-0.3","AGGREGATED","100.0","","","","12.2","AGGREGATED","100.0","228.1","AGGREGATED","100.0"
"Calgary Int'L CS","24-March-2021","3.8","AGGREGATED","100.0","","","","17.1","AGGREGATED","100.0","289.7","AGGREGATED","100.0"
"Calgary Int'L CS","25-March-2021","-4.2","AGGREGATED","100.0","","","","12.6","AGGREGATED","100.0","36.7","AGGREGATED","100.0"
"Calgary Int'L CS","26-March-2021","-1.9","AGGREGATED","100.0","","","","8.5","AGGREGATED","100.0","112.8","AGGREGATED","100.0"
"Calgary Int'L CS","27-March-2021","3.8","AGGREGATED","100.0","","","","13.3","AGGREGATED","100.0","209.5","AGGREGATED","100.0"
"Calgary Int'L CS","28-March-2021","7.5","AGGREGATED","100.0","","","","27.9","AGGREGATED","100.0","249.6","AGGREGATED","100.0"
"Calgary Int'L CS","29-March-2021","-6.2","AGGREGATED","100.0","","","","42.7","AGGREGATED","100.0","347.5","AGGREGATED","100.0"
"Calgary Int'L CS","30-March-2021","-3.1","AGGREGATED","100.0","","","","17.4","AGGREGATED","100.0","278.9","AGGREGATED","100.0"
"Calgary Int'L CS","31-March-2021","5.0","AGGREGATED","100.0","","","","22.1","AGGREGATED","100.0","259.2","AGGREGATED","100.0"
"Calgary Int'L CS","01-April-2021","7.5","AGGREGATED","100.0","","","","22.4","AGGREGATED","100.0","229.9","AGGREGATED","100.0"
"Calgary Int'L CS","02-April-2021","4.2","AGGREGATED","100.0","","","","12.8","AGGREGATED","100.0","124.9","AGGREGATED","100.0"
"Calgary Int'L CS","03-April-2021","5.5","AGGREGATED","100.0","","","","10.5","AGGREGATED","100.0","59.0","AGGREGATED","100.0"
"Calgary Int'L CS","04-April-2021","1.9","AGGREGATED","100.0","","","","15.1","AGGREGATED","100.0","329.5","AGGREGATED","100.0"
"Calgary Int'L CS","05-April-2021","3.2","AGGREGATED","100.0","","","","8.2","AGGREGATED","100.0","212.2","AGGREGATED","100.0"
"Calgary Int'L CS","06-April-2021","6.7","AGGREGATED","100.0","","","","12.6","AGGREGATED","100.0","296.4","AGGREGATED","100.0"
"Calgary Int'L CS","07-April-2021","7.6","AGGREGATED","100.0","","","","15.0","AGGREGATED","100.0","247.6","AGGREGATED","100.0"
"Calgary Int'L CS","08-April-2021","1.8","AGGREGATED","100.0","","","","20.6","AGGREGATED","100.0","343.0","AGGREGATED","100.0"
"Calgary Int'L CS","09-April-2021","2.4","AGGREGATED","100.0","","","","15.4","AGGREGATED","100.0","230.0","AGGREGATED","100.0"
"Calgary Int'L CS","10-April-2021","1.5","AGGREGATED","100.0","","","","22.0","AGGREGATED","100.0","317.6","AGGREGATED","100.0"
"Calgary Int'L CS","11-April-2021","-0.5","AGGREGATED","100.0","","","","17.7","AGGREGATED","100.0","15.3","AGGREGATED","100.0"
"Calgary Int'L CS","12-April-2021","-1.2","AGGREGATED","100.0","","","","11.9","AGGREGATED","100.0","31.8","AGGREGATED","100.0"
"Calgary Int'L CS","13-April-2021","-0.8","AGGREGATED","100.0","","","","9.2","AGGREGATED","100.0","201.3","AGGREGATED","100.0"
"Calgary Int'L CS","14-April-2021","3.6","AGGREGATED","100.0","","","","10.1","AGGREGATED","100.0","179.8","AGGREGATED","100.0"
"Calgary Int'L CS","15-April-2021","5.8","AGGREGATED","100.0","","","","10.9","AGGREGATED","100.0","15.5","AGGREGATED","100.0"
"Calgary Int'L CS","16-April-2021","7.5","AGGREGATED","100.0","","","","6.2","AGGREGATED","100.0","330.0","AGGREGATED","100.0"
"Calgary Int'L CS","17-April-2021","9.8","AGGREGATED","100.0","","","","10.0","AGGREGATED","100.0","349.5","AGGREGATED","100.0"
"Calgary Int'L CS","18-April-2021","0.0","AGGREGATED","100.0","","","","19.3","AGGREGATED","100.0","5.7","AGGREGATED","100.0"
"Calgary Int'L CS","19-April-2021","0.1","AGGREGATED","100.0","","","","18.8","AGGREGATED","100.0","342.7","AGGREGATED","100.0"
"Calgary Int'L CS","20-April-2021","3.0","AGGREGATED","100.0","","","","9.4","AGGREGATED","100.0","234.7","AGGREGATED","100.0"
"Calgary Int'L CS","21-April-2021","9.6","AGGREGATED","100.0","","","","14.7","AGGREGATED","100.0","230.6","AGGREGATED","100.0"
"Calgary Int'L CS","22-April-2021","-1.1","AGGREGATED","100.0","","","","26.5","AGGREGATED","100.0","13.6","AGGREGATED","100.0"
"Calgary Int'L CS","23-April-2021","-2.1","AGGREGATED","100.0","","","","8.2","AGGREGATED","100.0","147.1","AGGREGATED","100.0"
"Calgary Int'L CS","24-April-2021","0.1","AGGREGATED","100.0","","","","9.9","AGGREGATED","100.0","167.4","AGGREGATED","100.0"
"Calgary Int'L CS","25-April-2021","0.6","AGGREGATED","100.0","","","","8.0","AGGREGATED","100.0","147.6","AGGREGATED","100.0"
"Calgary Int'L CS","26-April-2021","5.7","AGGREGATED","100.0","","","","14.0","AGGREGATED","100.0","258.7","AGGREGATED","100.0"
"Calgary Int'L CS","27-April-2021","7.9","AGGREGATED","100.0","","","","17.3","AGGREGATED","100.0","355.7","AGGREGATED","100.0"
"Calgary Int'L CS","28-April-2021","8.7","AGGREGATED","100.0","","","","17.7","AGGREGATED","100.0","268.3","AGGREGATED","100.0"
"Calgary Int'L CS","29-April-2021","11.9","AGGREGATED","100.0","","","","13.9","AGGREGATED","100.0","244.4","AGGREGATED","100.0"
"Calgary Int'L CS","30-April-2021","15.2","AGGREGATED","100.0","","","","21.2","AGGREGATED","100.0","269.2","AGGREGATED","100.0"
"Calgary Int'L CS","01-May-2021","6.7","AGGREGATED","100.0","","","","16.3","AGGREGATED","100.0","348.7","AGGREGATED","100.0"
"Calgary Int'L CS","02-May-2021","4.9","AGGREGATED","100.0","","","","17.6","AGGREGATED","100.0","335.1","AGGREGATED","100.0"
"Calgary Int'L CS","03-May-2021","6.0","AGGREGATED","100.0","","","","9.8","AGGREGATED","100.0","177.4","AGGREGATED","100.0"
"Calgary Int'L CS","04-May-2021","6.2","AGGREGATED","100.0","","","","12.7","AGGREGATED","100.0","359.7","AGGREGATED","100.0"
"Calgary Int'L CS","05-May-2021","7.2","AGGREGATED","100.0","","","","11.0","AGGREGATED","100.0","358.5","AGGREGATED","100.0"
"Calgary Int'L CS","06-May-2021","11.3","AGGREGATED","100.0","","","","24.4","AGGREGATED","100.0","159.1","AGGREGATED","100.0"
"Calgary Int'L CS","07-May-2021","10.1","AGGREGATED","100.0","","","","15.0","AGGREGATED","100.0","135.3","AGGREGATED","100.0"
"Calgary Int'L CS","08-May-2021","2.4","AGGREGATED","100.0","","","","28.8","AGGREGATED","100.0","354.7","AGGREGATED","100.0"
"Calgary Int'L CS","09-May-2021","1.6","AGGREGATED","100.0","","","","11.6","AGGREGATED","100.0","16.9","AGGREGATED","100.0"
"Calgary Int'L CS","10-May-2021","5.6","AGGREGATED","100.0","","","","11.0","AGGREGATED","100.0","167.7","AGGREGATED","100.0"
"Calgary Int'L CS","11-May-2021","7.8","AGGREGATED","100.0","","","","15.3","AGGREGATED","100.0","344.4","AGGREGATED","100.0"
"Calgary Int'L CS","12-May-2021","9.6","AGGREGATED","100.0","","","","8.9","AGGREGATED","100.0","210.5","AGGREGATED","100.0"
"Calgary Int'L CS","13-May-2021","11.0","AGGREGATED","100.0","","","","13.6","AGGREGATED","100.0","7.2","AGGREGATED","100.0"
"Calgary Int'L CS","14-May-2021","11.9","AGGREGATED","100.0","","","","6.8","AGGREGATED","100.0","227.6","AGGREGATED","100.0"
"Calgary Int'L CS","15-May-2021","14.7","AGGREGATED","100.0","","","","10.6","AGGREGATED","100.0","261.3","AGGREGATED","100.0"
"Calgary Int'L CS","16-May-2021","16.9","AGGREGATED","100.0","","","","13.2","AGGREGATED","100.0","183.9","AGGREGATED","100.0"
"Calgary Int'L CS","17-May-2021","17.2","AGGREGATED","100.0","","","","15.1","AGGREGATED","100.0","237.9","AGGREGATED","100.0"
"Calgary Int'L CS","18-May-2021","11.0","AGGREGATED","100.0","","","","27.6","AGGREGATED","100.0","294.6","AGGREGATED","100.0"
"Calgary Int'L CS","19-May-2021","4.2","AGGREGATED","100.0","","","","18.6","AGGREGATED","100.0","14.8","AGGREGATED","100.0"
"Calgary Int'L CS","20-May-2021","0.6","AGGREGATED","100.0","","","","13.7","AGGREGATED","100.0","55.6","AGGREGATED","100.0"
"Calgary Int'L CS","21-May-2021","4.7","AGGREGATED","100.0","","","","8.4","AGGREGATED","100.0","34.7","AGGREGATED","100.0"
"Calgary Int'L CS","22-May-2021","6.4","AGGREGATED","100.0","","","","10.9","AGGREGATED","100.0","189.3","AGGREGATED","100.0"
"Calgary Int'L CS","23-May-2021","5.0","AGGREGATED","100.0","","","","15.1","AGGREGATED","100.0","183.4","AGGREGATED","100.0"
"Calgary Int'L CS","24-May-2021","6.5","AGGREGATED","100.0","","","","23.1","AGGREGATED","100.0","320.1","AGGREGATED","100.0"
"Calgary Int'L CS","25-May-2021","8.5","AGGREGATED","100.0","","","","11.6","AGGREGATED","100.0","27.4","AGGREGATED","100.0"
"Calgary Int'L CS","26-May-2021","10.6","AGGREGATED","100.0","","","","19.7","AGGREGATED","100.0","163.5","AGGREGATED","100.0"
"Calgary Int'L CS","27-May-2021","14.2","AGGREGATED","100.0","","","","18.6","AGGREGATED","100.0","197.4","AGGREGATED","100.0"
"Calgary Int'L CS","28-May-2021","11.1","AGGREGATED","100.0","","","","20.1","AGGREGATED","100.0","279.5","AGGREGATED","100.0"
"Calgary Int'L CS","29-May-2021","12.3","AGGREGATED","100.0","","","","10.8","AGGREGATED","100.0","310.9","AGGREGATED","100.0"
"Calgary Int'L CS","30-May-2021","15.3","AGGREGATED","100.0","","","","9.8","AGGREGATED","100.0","223.3","AGGREGATED","100.0"
"Calgary Int'L CS","31-May-2021","17.4","AGGREGATED","100.0","","","","11.1","AGGREGATED","100.0","24.7","AGGREGATED","100.0"
"Calgary Int'L CS","01-June-2021","19.7","AGGREGATED","100.0","","","","8.8","AGGREGATED","100.0","120.8","AGGREGATED","100.0"
"Calgary Int'L CS","02-June-2021","22.1","AGGREGATED","100.0","","","","7.7","AGGREGATED","100.0","280.2","AGGREGATED","100.0"
"Calgary Int'L CS","03-June-2021","22.6","AGGREGATED","100.0","","","","11.3","AGGREGATED","100.0","278.2","AGGREGATED","100.0"
"Calgary Int'L CS","04-June-2021","20.6","AGGREGATED","100.0","","","","17.4","AGGREGATED","100.0","278.1","AGGREGATED","100.0"
"Calgary Int'L CS","05-June-2021","11.9","AGGREGATED","100.0","","","","16.5","AGGREGATED","100.0","17.8","AGGREGATED","100.0"
"Calgary Int'L CS","06-June-2021","9.4","AGGREGATED","100.0","","","","14.8","AGGREGATED","100.0","300.0","AGGREGATED","100.0"
"Calgary Int'L CS","07-June-2021","7.8","AGGREGATED","100.0","","","","21.2","AGGREGATED","100.0","313.3","AGGREGATED","100.0"
"Calgary Int'L CS","08-June-2021","9.1","AGGREGATED","100.0","","","","10.6","AGGREGATED","100.0","121.0","AGGREGATED","100.0"
"Calgary Int'L CS","09-June-2021","10.1","AGGREGATED","100.0","","","","12.0","AGGREGATED","100.0","159.3","AGGREGATED","100.0"
"Calgary Int'L CS","10-June-2021","10.1","AGGREGATED","100.0","","","","13.6","AGGREGATED","100.0","319.1","AGGREGATED","100.0"
"Calgary Int'L CS","11-June-2021","12.3","AGGREGATED","100.0","","","","11.7","AGGREGATED","100.0","269.8","AGGREGATED","100.0"
"Calgary Int'L CS","12-June-2021","13.9","AGGREGATED","100.0","","","","11.9","AGGREGATED","100.0","256.5","AGGREGATED","100.0"
"Calgary Int'L CS","13-June-2021","17.7","AGGREGATED","100.0","","","","13.2","AGGREGATED","100.0","200.8","AGGREGATED","100.0"
"Calgary Int'L CS","14-June-2021","22.0","AGGREGATED","100.0","","","","10.9","AGGREGATED","100.0","52.0","AGGREGATED","100.0"
"Calgary Int'L CS","15-June-2021","19.3","AGGREGATED","100.0","","","","21.7","AGGREGATED","100.0","332.8","AGGREGATED","100.0"
"Calgary Int'L CS","16-June-2021","16.1","AGGREGATED","100.0","","","","25.4","AGGREGATED","100.0","283.1","AGGREGATED","100.0"
"Calgary Int'L CS","17-June-2021","15.9","AGGREGATED","100.0","","","","15.4","AGGREGATED","100.0","302.6","AGGREGATED","100.0"
"Calgary Int'L CS","18-June-2021","16.1","AGGREGATED","100.0","","","","11.8","AGGREGATED","100.0","180.8","AGGREGATED","100.0"
"Calgary Int'L CS","19-June-2021","12.8","AGGREGATED","100.0","","","","12.7","AGGREGATED","100.0","11.0","AGGREGATED","100.0"
"Calgary Int'L CS","20-June-2021","15.2","AGGREGATED","100.0","","","","15.4","AGGREGATED","100.0","352.8","AGGREGATED","100.0"
"Calgary Int'L CS","21-June-2021","18.2","AGGREGATED","100.0","","","","8.3","AGGREGATED","100.0","172.1","AGGREGATED","100.0"
"Calgary Int'L CS","22-June-2021","22.8","AGGREGATED","100.0","","","","15.7","AGGREGATED","100.0","292.8","AGGREGATED","100.0"
"Calgary Int'L CS","23-June-2021","18.5","AGGREGATED","100.0","","","","15.7","AGGREGATED","100.0","38.9","AGGREGATED","100.0"
"Calgary Int'L CS","24-June-2021","15.0","AGGREGATED","100.0","","","","10.0","AGGREGATED","100.0","350.8","AGGREGATED","100.0"
"Calgary Int'L CS","25-June-2021","19.9","AGGREGATED","100.0","","","","16.2","AGGREGATED","100.0","337.8","AGGREGATED","100.0"
"Calgary Int'L CS","26-June-2021","23.5","AGGREGATED","100.0","","","","12.6","AGGREGATED","100.0","350.4","AGGREGATED","100.0"
"Calgary Int'L CS","27-June-2021","23.6","AGGREGATED","100.0","","","","9.6","AGGREGATED","100.0","28.9","AGGREGATED","100.0"
"Calgary Int'L CS","28-June-2021","25.4","AGGREGATED","100.0","","","","13.1","AGGREGATED","100.0","157.6","AGGREGATED","100.0"
"Calgary Int'L CS","29-June-2021","27.3","AGGREGATED","100.0","","","","13.0","AGGREGATED","100.0","166.0","AGGREGATED","100.0"
"Calgary Int'L CS","30-June-2021","27.3","AGGREGATED","100.0","","","","18.5","AGGREGATED","100.0","164.6","AGGREGATED","100.0"
"Calgary Int'L CS","01-July-2021","27.0","AGGREGATED","100.0","","","","19.4","AGGREGATED","100.0","157.1","AGGREGATED","100.0"
"Calgary Int'L CS","02-July-2021","22.7","AGGREGATED","100.0","","","","15.4","AGGREGATED","100.0","350.0","AGGREGATED","100.0"
"Calgary Int'L CS","03-July-2021","20.0","AGGREGATED","100.0","","","","11.7","AGGREGATED","100.0","30.2","AGGREGATED","100.0"
"Calgary Int'L CS","04-July-2021","16.0","AGGREGATED","100.0","","","","12.9","AGGREGATED","100.0","35.1","AGGREGATED","100.0"
"Calgary Int'L CS","05-July-2021","14.8","AGGREGATED","100.0","","","","8.1","AGGREGATED","100.0","93.4","AGGREGATED","100.0"
"Calgary Int'L CS","06-July-2021","17.7","AGGREGATED","100.0","","","","9.9","AGGREGATED","100.0","121.3","AGGREGATED","100.0"
"Calgary Int'L CS","07-July-2021","18.8","AGGREGATED","100.0","","","","9.1","AGGREGATED","100.0","155.4","AGGREGATED","100.0"
"Calgary Int'L CS","08-July-2021","19.3","AGGREGATED","100.0","","","","8.1","AGGREGATED","100.0","323.6","AGGREGATED","100.0"
"Calgary Int'L CS","09-July-2021","20.5","AGGREGATED","100.0","","","","7.1","AGGREGATED","100.0","59.0","AGGREGATED","100.0"
"Calgary Int'L CS","10-July-2021","22.8","AGGREGATED","100.0","","","","11.9","AGGREGATED","100.0","232.5","AGGREGATED","100.0"
"Calgary Int'L CS","11-July-2021","17.6","AGGREGATED","100.0","","","","10.7","AGGREGATED","100.0","21.0","AGGREGATED","100.0"
"Calgary Int'L CS","12-July-2021","18.8","AGGREGATED","100.0","","","","8.5","AGGREGATED","100.0","69.3","AGGREGATED","100.0"
"Calgary Int'L CS","13-July-2021","20.4","AGGREGATED","100.0","","","","10.5","AGGREGATED","100.0","111.8","AGGREGATED","100.0"
"Calgary Int'L CS","14-July-2021","22.1","AGGREGATED","100.0","","","","11.6","AGGREGATED","100.0","178.3","AGGREGATED","100.0"
"Calgary Int'L CS","15-July-2021","21.7","AGGREGATED","100.0","","","","10.9","AGGREGATED","100.0","357.9","AGGREGATED","100.0"
"Calgary Int'L CS","16-July-2021","20.5","AGGREGATED","100.0","","","","14.0","AGGREGATED","100.0","55.5","AGGREGATED","100.0"
"Calgary Int'L CS","17-July-2021","17.1","AGGREGATED","100.0","","","","17.1","AGGREGATED","100.0","13.5","AGGREGATED","100.0"
"Calgary Int'L CS","18-July-2021","16.0","AGGREGATED","100.0","","","","13.3","AGGREGATED","100.0","98.5","AGGREGATED","100.0"
"Calgary Int'L CS","19-July-2021","17.0","AGGREGATED","100.0","","","","11.4","AGGREGATED","100.0","87.0","AGGREGATED","100.0"
"Calgary Int'L CS","20-July-2021","17.4","AGGREGATED","100.0","","","","11.0","AGGREGATED","100.0","121.4","AGGREGATED","100.0"
"Calgary Int'L CS","21-July-2021","19.8","AGGREGATED","100.0","","","","15.2","AGGREGATED","100.0","150.1","AGGREGATED","100.0"
"Calgary Int'L CS","22-July-2021","15.8","AGGREGATED","100.0","","","","12.6","AGGREGATED","100.0","68.4","AGGREGATED","100.0"
"Calgary Int'L CS","23-July-2021","18.1","AGGREGATED","100.0","","","","15.5","AGGREGATED","100.0","259.8","AGGREGATED","100.0"
"Calgary Int'L CS","24-July-2021","18.8","AGGREGATED","100.0","","","","9.8","AGGREGATED","100.0","202.2","AGGREGATED","100.0"
"Calgary Int'L CS","25-July-2021","18.9","AGGREGATED","100.0","","","","10.7","AGGREGATED","100.0","63.2","AGGREGATED","100.0"
"Calgary Int'L CS","26-July-2021","18.0","AGGREGATED","100.0","","","","14.2","AGGREGATED","100.0","130.3","AGGREGATED","100.0"
"Calgary Int'L CS","27-July-2021","18.0","AGGREGATED","100.0","","","","14.7","AGGREGATED","100.0","15.9","AGGREGATED","100.0"
"Calgary Int'L CS","28-July-2021","19.7","AGGREGATED","100.0","","","","9.9","AGGREGATED","100.0","122.8","AGGREGATED","100.0"
"Calgary Int'L CS","29-July-2021","21.4","AGGREGATED","100.0","","","","12.3","AGGREGATED","100.0","4.8","AGGREGATED","100.0"
"Calgary Int'L CS","30-July-2021","21.4","AGGREGATED","100.0","","","","11.6","AGGREGATED","100.0","111.2","AGGREGATED","100.0"
"Calgary Int'L CS","31-July-2021","21.7","AGGREGATED","100.0","","","","7.3","AGGREGATED","100.0","147.8","AGGREGATED","100.0"
"Calgary Int'L CS","01-August-2021","24.2","AGGREGATED","100.0","","","","12.9","AGGREGATED","100.0","167.1","AGGREGATED","100.0"
"Calgary Int'L CS","02-August-2021","21.2","AGGREGATED","100.0","","","","15.0","AGGREGATED","100.0","348.4","AGGREGATED","100.0"
"Calgary Int'L CS","03-August-2021","23.3","AGGREGATED","100.0","","","","10.7","AGGREGATED","100.0","335.6","AGGREGATED","100.0"
"Calgary Int'L CS","04-August-2021","20.3","AGGREGATED","100.0","","","","10.5","AGGREGATED","100.0","216.3","AGGREGATED","100.0"
"Calgary Int'L CS","05-August-2021","21.9","AGGREGATED","100.0","","","","11.2","AGGREGATED","100.0","193.6","AGGREGATED","100.0"
"Calgary Int'L CS","06-August-2021","19.9","AGGREGATED","100.0","","","","11.9","AGGREGATED","100.0","349.5","AGGREGATED","100.0"
"Calgary Int'L CS","07-August-2021","19.0","AGGREGATED","100.0","","","","15.0","AGGREGATED","100.0","230.1","AGGREGATED","100.0"
"Calgary Int'L CS","08-August-2021","13.8","AGGREGATED","100.0","","","","11.0","AGGREGATED","100.0","322.2","AGGREGATED","100.0"
"Calgary Int'L CS","09-August-2021","17.8","AGGREGATED","100.0","","","","11.5","AGGREGATED","100.0","269.3","AGGREGATED","100.0"
"Calgary Int'L CS","10-August-2021","17.8","AGGREGATED","100.0","","","","15.8","AGGREGATED","100.0","345.8","AGGREGATED","100.0"
"Calgary Int'L CS","11-August-2021","18.8","AGGREGATED","100.0","","","","18.3","AGGREGATED","100.0","349.8","AGGREGATED","100.0"
"Calgary Int'L CS","12-August-2021","18.8","AGGREGATED","100.0","","","","6.9","AGGREGATED","100.0","342.0","AGGREGATED","100.0"
"Calgary Int'L CS","13-August-2021","21.2","AGGREGATED","100.0","","","","8.3","AGGREGATED","100.0","207.1","AGGREGATED","100.0"
"Calgary Int'L CS","14-August-2021","23.7","AGGREGATED","100.0","","","","9.8","AGGREGATED","100.0","251.6","AGGREGATED","100.0"
"Calgary Int'L CS","15-August-2021","22.9","AGGREGATED","100.0","","","","12.6","AGGREGATED","100.0","240.2","AGGREGATED","100.0"
"Calgary Int'L CS","16-August-2021","16.6","AGGREGATED","100.0","","","","11.3","AGGREGATED","100.0","17.9","AGGREGATED","100.0"
"Calgary Int'L CS","17-August-2021","10.1","AGGREGATED","100.0","","","","13.0","AGGREGATED","100.0","353.5","AGGREGATED","100.0"
"Calgary Int'L CS","18-August-2021","12.4","AGGREGATED","100.0","","","","13.0","AGGREGATED","100.0","206.3","AGGREGATED","100.0"
"Calgary Int'L CS","19-August-2021","11.8","AGGREGATED","100.0","","","","13.3","AGGREGATED","100.0","322.9","AGGREGATED","100.0"
"Calgary Int'L CS","20-August-2021","13.5","AGGREGATED","100.0","","","","11.7","AGGREGATED","100.0","352.1","AGGREGATED","100.0"
"Calgary Int'L CS","21-August-2021","12.2","AGGREGATED","100.0","","","","13.1","AGGREGATED","100.0","223.2","AGGREGATED","100.0"
"Calgary Int'L CS","22-August-2021","12.4","AGGREGATED","100.0","","","","13.1","AGGREGATED","100.0","103.0","AGGREGATED","100.0"
"Calgary Int'L CS","23-August-2021","9.1","AGGREGATED","100.0","","","","25.7","AGGREGATED","100.0","324.3","AGGREGATED","100.0"
"Calgary Int'L CS","24-August-2021","10.8","AGGREGATED","100.0","","","","17.0","AGGREGATED","100.0","22.2","AGGREGATED","100.0"
"Calgary Int'L CS","25-August-2021","13.1","AGGREGATED","100.0","","","","14.8","AGGREGATED","100.0","173.2","AGGREGATED","100.0"
"Calgary Int'L CS","26-August-2021","14.7","AGGREGATED","100.0","","","","6.6","AGGREGATED","100.0","202.1","AGGREGATED","100.0"
"Calgary Int'L CS","27-August-2021","14.3","AGGREGATED","100.0","","","","15.5","AGGREGATED","100.0","340.6","AGGREGATED","100.0"
"Calgary Int'L CS","28-August-2021","14.5","AGGREGATED","100.0","","","","7.4","AGGREGATED","100.0","222.0","AGGREGATED","100.0"
"Calgary Int'L CS","29-August-2021","16.9","AGGREGATED","100.0","","","","8.7","AGGREGATED","100.0","226.6","AGGREGATED","100.0"
"Calgary Int'L CS","30-August-2021","16.0","AGGREGATED","100.0","","","","11.5","AGGREGATED","100.0","24.3","AGGREGATED","100.0"
"Calgary Int'L CS","31-August-2021","11.9","AGGREGATED","100.0","","","","15.5","AGGREGATED","100.0","358.5","AGGREGATED","100.0"
"Calgary Int'L CS","01-September-2021","9.8","AGGREGATED","100.0","","","","18.2","AGGREGATED","100.0","324.9","AGGREGATED","100.0"
"Calgary Int'L CS","02-September-2021","10.9","AGGREGATED","100.0","","","","15.7","AGGREGATED","100.0","340.8","AGGREGATED","100.0"
"Calgary Int'L CS","03-September-2021","13.7","AGGREGATED","100.0","","","","7.7","AGGREGATED","100.0","201.1","AGGREGATED","100.0"
"Calgary Int'L CS","04-September-2021","14.7","AGGREGATED","100.0","","","","8.9","AGGREGATED","100.0","233.9","AGGREGATED","100.0"
"Calgary Int'L CS","05-September-2021","20.4","AGGREGATED","100.0","","","","15.8","AGGREGATED","100.0","279.6","AGGREGATED","100.0"
"Calgary Int'L CS","06-September-2021","15.5","AGGREGATED","100.0","","","","10.5","AGGREGATED","100.0","330.9","AGGREGATED","100.0"
"Calgary Int'L CS","07-September-2021","14.6","AGGREGATED","100.0","","","","9.3","AGGREGATED","100.0","132.7","AGGREGATED","100.0"
"Calgary Int'L CS","08-September-2021","14.5","AGGREGATED","100.0","","","","9.6","AGGREGATED","100.0","166.5","AGGREGATED","100.0"
"Calgary Int'L CS","09-September-2021","16.9","AGGREGATED","100.0","","","","8.6","AGGREGATED","100.0","260.7","AGGREGATED","100.0"
