"Station Name","Date (Local Standard Time)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Wind Speed 2 m Avg. (km/h)","Wind Speed 2 m Avg. Source Flag","Wind Speed 2 m Avg. Record Completeness (%)","Wind Speed 10 m Avg. (km/h)","Wind Speed 10 m Avg. Source Flag","Wind Speed 10 m Avg. Record Completeness (%)","Wind Dir. 10 m Avg. (°)","Wind Dir. 10 m Avg. Source Flag","Wind Dir. 10 m Avg. Record Completeness (%)"
"Calgary Int'L CS","28-May-2022","13.6","AGGREGATED","100.0","","","","10.4","AGGREGATED","100.0","347.3","AGGREGATED","100.0"
"Calgary Int'L CS","29-May-2022","11.5","AGGREGATED","100.0","","","","21.7","AGGREGATED","100.0","356.4","AGGREGATED","100.0"
"Calgary Int'L CS","30-May-2022","9.7","AGGREGATED","100.0","","","","25.9","AGGREGATED","100.0","0.2","AGGREGATED","100.0"
"Calgary Int'L CS","31-May-2022","10.6","AGGREGATED","100.0","","","","7.0","AGGREGATED","100.0","5.6","AGGREGATED","100.0"
"Calgary Int'L CS","01-June-2022","13.7","AGGREGATED","100.0","","","","8.4","AGGREGATED","100.0","76.8","AGGREGATED","100.0"
"Calgary Int'L CS","02-June-2022","13.2","AGGREGATED","100.0","","","","12.0","AGGREGATED","100.0","143.9","AGGREGATED","100.0"
"Calgary Int'L CS","03-June-2022","15.4","AGGREGATED","100.0","","","","19.6","AGGREGATED","100.0","160.0","AGGREGATED","100.0"
"Calgary Int'L CS","04-June-2022","14.6","AGGREGATED","100.0","","","","15.4","AGGREGATED","100.0","145.5","AGGREGATED","100.0"
"Calgary Int'L CS","05-June-2022","11.2","AGGREGATED","100.0","","","","14.6","AGGREGATED","100.0","69.5","AGGREGATED","100.0"
"Calgary Int'L CS","06-June-2022","11.2","AGGREGATED","100.0","","","","12.7","AGGREGATED","100.0","354.3","AGGREGATED","100.0"
"Calgary Int'L CS","07-June-2022","11.9","AGGREGATED","100.0","","","","15.4","AGGREGATED","100.0","45.4","AGGREGATED","100.0"
"Calgary Int'L CS","08-June-2022","14.2","AGGREGATED","100.0","","","","17.9","AGGREGATED","100.0","204.3","AGGREGATED","100.0"
"Calgary Int'L CS","09-June-2022","16.1","AGGREGATED","100.0","","","","11.3","AGGREGATED","100.0","259.1","AGGREGATED","100.0"
"Calgary Int'L CS","10-June-2022","17.9","AGGREGATED","100.0","","","","20.8","AGGREGATED","100.0","272.2","AGGREGATED","100.0"
"Calgary Int'L CS","11-June-2022","16.4","AGGREGATED","100.0","","","","11.9","AGGREGATED","100.0","342.7","AGGREGATED","100.0"
"Calgary Int'L CS","12-June-2022","12.5","AGGREGATED","100.0","","","","12.3","AGGREGATED","100.0","6.1","AGGREGATED","100.0"
"Calgary Int'L CS","13-June-2022","10.5","AGGREGATED","100.0","","","","18.9","AGGREGATED","100.0","351.2","AGGREGATED","100.0"
"Calgary Int'L CS","14-June-2022","9.2","AGGREGATED","100.0","","","","41.2","AGGREGATED","100.0","332.5","AGGREGATED","100.0"
"Calgary Int'L CS","15-June-2022","11.8","AGGREGATED","100.0","","","","41.4","AGGREGATED","100.0","326.9","AGGREGATED","100.0"
"Calgary Int'L CS","16-June-2022","14.0","AGGREGATED","100.0","","","","13.9","AGGREGATED","100.0","177.6","AGGREGATED","100.0"
"Calgary Int'L CS","17-June-2022","15.6","AGGREGATED","100.0","","","","13.8","AGGREGATED","100.0","47.3","AGGREGATED","100.0"
"Calgary Int'L CS","18-June-2022","15.2","AGGREGATED","100.0","","","","9.8","AGGREGATED","100.0","10.1","AGGREGATED","100.0"
"Calgary Int'L CS","19-June-2022","14.3","AGGREGATED","100.0","","","","13.3","AGGREGATED","100.0","348.4","AGGREGATED","100.0"
"Calgary Int'L CS","20-June-2022","13.5","AGGREGATED","100.0","","","","18.3","AGGREGATED","100.0","342.0","AGGREGATED","100.0"
"Calgary Int'L CS","21-June-2022","15.9","AGGREGATED","100.0","","","","9.9","AGGREGATED","100.0","243.2","AGGREGATED","100.0"
"Calgary Int'L CS","22-June-2022","17.9","AGGREGATED","100.0","","","","15.5","AGGREGATED","100.0","261.0","AGGREGATED","100.0"
"Calgary Int'L CS","23-June-2022","10.1","AGGREGATED","100.0","","","","17.2","AGGREGATED","100.0","13.9","AGGREGATED","100.0"
"Calgary Int'L CS","24-June-2022","10.0","AGGREGATED","100.0","","","","29.5","AGGREGATED","100.0","341.4","AGGREGATED","100.0"
"Calgary Int'L CS","25-June-2022","13.2","AGGREGATED","100.0","","","","11.5","AGGREGATED","100.0","263.3","AGGREGATED","100.0"
"Calgary Int'L CS","26-June-2022","16.4","AGGREGATED","100.0","","","","7.8","AGGREGATED","100.0","174.2","AGGREGATED","100.0"
"Calgary Int'L CS","27-June-2022","17.4","AGGREGATED","100.0","","","","10.3","AGGREGATED","100.0","53.0","AGGREGATED","100.0"
"Calgary Int'L CS","28-June-2022","16.0","AGGREGATED","100.0","","","","14.4","AGGREGATED","100.0","117.7","AGGREGATED","100.0"
"Calgary Int'L CS","29-June-2022","13.2","AGGREGATED","100.0","","","","14.5","AGGREGATED","100.0","330.8","AGGREGATED","100.0"
"Calgary Int'L CS","30-June-2022","15.4","AGGREGATED","100.0","","","","10.9","AGGREGATED","100.0","342.0","AGGREGATED","100.0"
"Calgary Int'L CS","01-July-2022","16.2","AGGREGATED","100.0","","","","10.5","AGGREGATED","100.0","297.2","AGGREGATED","100.0"
"Calgary Int'L CS","02-July-2022","12.8","AGGREGATED","100.0","","","","10.8","AGGREGATED","100.0","32.2","AGGREGATED","100.0"
"Calgary Int'L CS","03-July-2022","11.8","AGGREGATED","100.0","","","","6.9","AGGREGATED","100.0","62.9","AGGREGATED","100.0"
"Calgary Int'L CS","04-July-2022","11.9","AGGREGATED","100.0","","","","10.6","AGGREGATED","100.0","39.1","AGGREGATED","100.0"
"Calgary Int'L CS","05-July-2022","14.7","AGGREGATED","100.0","","","","9.8","AGGREGATED","100.0","280.5","AGGREGATED","100.0"
"Calgary Int'L CS","06-July-2022","12.6","AGGREGATED","100.0","","","","8.6","AGGREGATED","100.0","62.8","AGGREGATED","100.0"
"Calgary Int'L CS","07-July-2022","17.1","AGGREGATED","100.0","","","","12.8","AGGREGATED","100.0","141.7","AGGREGATED","100.0"
"Calgary Int'L CS","08-July-2022","18.9","AGGREGATED","100.0","","","","7.8","AGGREGATED","100.0","350.6","AGGREGATED","100.0"
"Calgary Int'L CS","09-July-2022","18.8","AGGREGATED","100.0","","","","12.3","AGGREGATED","100.0","72.8","AGGREGATED","100.0"
"Calgary Int'L CS","10-July-2022","17.7","AGGREGATED","100.0","","","","13.1","AGGREGATED","100.0","289.0","AGGREGATED","100.0"
"Calgary Int'L CS","11-July-2022","19.3","AGGREGATED","100.0","","","","13.2","AGGREGATED","100.0","76.0","AGGREGATED","100.0"
"Calgary Int'L CS","12-July-2022","22.4","AGGREGATED","100.0","","","","16.5","AGGREGATED","100.0","197.9","AGGREGATED","100.0"
"Calgary Int'L CS","13-July-2022","17.9","AGGREGATED","100.0","","","","14.4","AGGREGATED","100.0","26.4","AGGREGATED","100.0"
"Calgary Int'L CS","14-July-2022","19.1","AGGREGATED","100.0","","","","13.2","AGGREGATED","100.0","146.5","AGGREGATED","100.0"
"Calgary Int'L CS","15-July-2022","21.9","AGGREGATED","100.0","","","","9.1","AGGREGATED","100.0","307.8","AGGREGATED","100.0"
"Calgary Int'L CS","16-July-2022","21.6","AGGREGATED","100.0","","","","14.8","AGGREGATED","100.0","38.1","AGGREGATED","100.0"
"Calgary Int'L CS","17-July-2022","18.8","AGGREGATED","100.0","","","","14.2","AGGREGATED","100.0","53.8","AGGREGATED","100.0"
"Calgary Int'L CS","18-July-2022","15.9","AGGREGATED","100.0","","","","12.7","AGGREGATED","100.0","203.4","AGGREGATED","100.0"
"Calgary Int'L CS","19-July-2022","21.3","AGGREGATED","100.0","","","","17.3","AGGREGATED","100.0","300.2","AGGREGATED","100.0"
"Calgary Int'L CS","20-July-2022","18.0","AGGREGATED","100.0","","","","12.2","AGGREGATED","100.0","151.1","AGGREGATED","100.0"
"Calgary Int'L CS","21-July-2022","20.4","AGGREGATED","100.0","","","","11.2","AGGREGATED","100.0","145.1","AGGREGATED","100.0"
"Calgary Int'L CS","22-July-2022","16.5","AGGREGATED","100.0","","","","13.3","AGGREGATED","100.0","19.4","AGGREGATED","100.0"
"Calgary Int'L CS","23-July-2022","17.9","AGGREGATED","100.0","","","","11.3","AGGREGATED","100.0","160.1","AGGREGATED","100.0"
"Calgary Int'L CS","24-July-2022","19.9","AGGREGATED","100.0","","","","11.7","AGGREGATED","100.0","26.5","AGGREGATED","100.0"
"Calgary Int'L CS","25-July-2022","16.9","AGGREGATED","100.0","","","","10.8","AGGREGATED","100.0","11.6","AGGREGATED","100.0"
"Calgary Int'L CS","26-July-2022","18.3","AGGREGATED","100.0","","","","7.0","AGGREGATED","100.0","5.9","AGGREGATED","100.0"
"Calgary Int'L CS","27-July-2022","20.8","AGGREGATED","100.0","","","","10.2","AGGREGATED","100.0","138.2","AGGREGATED","100.0"
"Calgary Int'L CS","28-July-2022","22.0","AGGREGATED","100.0","","","","15.0","AGGREGATED","100.0","158.9","AGGREGATED","100.0"
"Calgary Int'L CS","29-July-2022","22.4","AGGREGATED","100.0","","","","12.8","AGGREGATED","100.0","345.2","AGGREGATED","100.0"
"Calgary Int'L CS","30-July-2022","19.7","AGGREGATED","100.0","","","","10.6","AGGREGATED","100.0","337.8","AGGREGATED","100.0"
"Calgary Int'L CS","31-July-2022","20.5","AGGREGATED","100.0","","","","11.2","AGGREGATED","100.0","62.0","AGGREGATED","100.0"
"Calgary Int'L CS","01-August-2022","21.3","AGGREGATED","100.0","","","","18.5","AGGREGATED","100.0","115.5","AGGREGATED","100.0"
"Calgary Int'L CS","02-August-2022","17.7","AGGREGATED","100.0","","","","14.5","AGGREGATED","100.0","8.5","AGGREGATED","100.0"
"Calgary Int'L CS","03-August-2022","19.1","AGGREGATED","100.0","","","","12.2","AGGREGATED","100.0","194.7","AGGREGATED","100.0"
"Calgary Int'L CS","04-August-2022","14.2","AGGREGATED","100.0","","","","15.2","AGGREGATED","100.0","334.2","AGGREGATED","100.0"
"Calgary Int'L CS","05-August-2022","12.8","AGGREGATED","100.0","","","","19.3","AGGREGATED","100.0","351.1","AGGREGATED","100.0"
"Calgary Int'L CS","06-August-2022","16.8","AGGREGATED","100.0","","","","13.8","AGGREGATED","100.0","184.0","AGGREGATED","100.0"
"Calgary Int'L CS","07-August-2022","21.5","AGGREGATED","100.0","","","","10.8","AGGREGATED","100.0","250.2","AGGREGATED","100.0"
"Calgary Int'L CS","08-August-2022","20.7","AGGREGATED","100.0","","","","15.7","AGGREGATED","100.0","353.9","AGGREGATED","100.0"
"Calgary Int'L CS","09-August-2022","20.0","AGGREGATED","100.0","","","","17.7","AGGREGATED","100.0","143.8","AGGREGATED","100.0"
"Calgary Int'L CS","10-August-2022","21.5","AGGREGATED","100.0","","","","9.8","AGGREGATED","100.0","157.2","AGGREGATED","100.0"
"Calgary Int'L CS","11-August-2022","23.3","AGGREGATED","100.0","","","","15.9","AGGREGATED","100.0","338.3","AGGREGATED","100.0"
"Calgary Int'L CS","12-August-2022","22.2","AGGREGATED","100.0","","","","11.2","AGGREGATED","100.0","154.8","AGGREGATED","100.0"
"Calgary Int'L CS","13-August-2022","21.8","AGGREGATED","100.0","","","","10.3","AGGREGATED","100.0","255.4","AGGREGATED","100.0"
"Calgary Int'L CS","14-August-2022","19.9","AGGREGATED","100.0","","","","11.3","AGGREGATED","100.0","118.7","AGGREGATED","100.0"
"Calgary Int'L CS","15-August-2022","18.9","AGGREGATED","100.0","","","","10.2","AGGREGATED","100.0","1.6","AGGREGATED","100.0"
"Calgary Int'L CS","16-August-2022","20.6","AGGREGATED","100.0","","","","9.6","AGGREGATED","100.0","318.9","AGGREGATED","100.0"
"Calgary Int'L CS","17-August-2022","19.6","AGGREGATED","100.0","","","","9.5","AGGREGATED","100.0","42.4","AGGREGATED","100.0"
"Calgary Int'L CS","18-August-2022","21.3","AGGREGATED","100.0","","","","11.4","AGGREGATED","100.0","137.9","AGGREGATED","100.0"
"Calgary Int'L CS","19-August-2022","22.9","AGGREGATED","100.0","","","","15.7","AGGREGATED","100.0","163.2","AGGREGATED","100.0"
"Calgary Int'L CS","20-August-2022","20.5","AGGREGATED","100.0","","","","10.6","AGGREGATED","100.0","334.7","AGGREGATED","100.0"
"Calgary Int'L CS","21-August-2022","18.8","AGGREGATED","100.0","","","","13.0","AGGREGATED","100.0","353.2","AGGREGATED","100.0"
"Calgary Int'L CS","22-August-2022","19.4","AGGREGATED","100.0","","","","7.9","AGGREGATED","100.0","45.8","AGGREGATED","100.0"
"Calgary Int'L CS","23-August-2022","16.2","AGGREGATED","100.0","","","","8.5","AGGREGATED","100.0","322.8","AGGREGATED","100.0"
"Calgary Int'L CS","24-August-2022","17.9","AGGREGATED","100.0","","","","7.6","AGGREGATED","100.0","286.9","AGGREGATED","100.0"
"Calgary Int'L CS","25-August-2022","17.1","AGGREGATED","100.0","","","","9.9","AGGREGATED","100.0","215.9","AGGREGATED","100.0"
"Calgary Int'L CS","26-August-2022","18.6","AGGREGATED","100.0","","","","12.0","AGGREGATED","100.0","282.6","AGGREGATED","100.0"
"Calgary Int'L CS","27-August-2022","14.3","AGGREGATED","100.0","","","","18.5","AGGREGATED","100.0","322.2","AGGREGATED","100.0"
"Calgary Int'L CS","28-August-2022","15.6","AGGREGATED","100.0","","","","14.6","AGGREGATED","100.0","307.4","AGGREGATED","100.0"
"Calgary Int'L CS","29-August-2022","18.2","AGGREGATED","100.0","","","","10.5","AGGREGATED","100.0","230.6","AGGREGATED","100.0"
"Calgary Int'L CS","30-August-2022","21.7","AGGREGATED","100.0","","","","6.5","AGGREGATED","100.0","198.3","AGGREGATED","100.0"
"Calgary Int'L CS","31-August-2022","22.7","AGGREGATED","100.0","","","","8.7","AGGREGATED","100.0","281.7","AGGREGATED","100.0"
"Calgary Int'L CS","01-September-2022","20.2","AGGREGATED","100.0","","","","12.8","AGGREGATED","100.0","21.5","AGGREGATED","100.0"
"Calgary Int'L CS","02-September-2022","20.0","AGGREGATED","100.0","","","","12.7","AGGREGATED","100.0","186.7","AGGREGATED","100.0"
"Calgary Int'L CS","03-September-2022","21.0","AGGREGATED","100.0","","","","7.3","AGGREGATED","100.0","220.0","AGGREGATED","100.0"
"Calgary Int'L CS","04-September-2022","24.4","AGGREGATED","100.0","","","","14.1","AGGREGATED","100.0","298.8","AGGREGATED","100.0"
"Calgary Int'L CS","05-September-2022","16.9","AGGREGATED","100.0","","","","16.2","AGGREGATED","100.0","4.0","AGGREGATED","100.0"
"Calgary Int'L CS","06-September-2022","14.1","AGGREGATED","100.0","","","","13.8","AGGREGATED","100.0","169.3","AGGREGATED","100.0"
"Calgary Int'L CS","07-September-2022","16.6","AGGREGATED","100.0","","","","12.4","AGGREGATED","100.0","273.5","AGGREGATED","100.0"
"Calgary Int'L CS","08-September-2022","11.5","AGGREGATED","100.0","","","","12.4","AGGREGATED","100.0","346.6","AGGREGATED","100.0"
"Calgary Int'L CS","09-September-2022","10.6","AGGREGATED","100.0","","","","13.0","AGGREGATED","100.0","314.7","AGGREGATED","100.0"
"Calgary Int'L CS","10-September-2022","14.4","AGGREGATED","100.0","","","","8.8","AGGREGATED","100.0","214.9","AGGREGATED","100.0"
"Calgary Int'L CS","11-September-2022","18.7","AGGREGATED","100.0","","","","10.1","AGGREGATED","100.0","252.4","AGGREGATED","100.0"
"Calgary Int'L CS","12-September-2022","15.1","AGGREGATED","100.0","","","","15.5","AGGREGATED","100.0","34.7","AGGREGATED","100.0"
"Calgary Int'L CS","13-September-2022","15.1","AGGREGATED","100.0","","","","9.9","AGGREGATED","100.0","29.8","AGGREGATED","100.0"
"Calgary Int'L CS","14-September-2022","14.7","AGGREGATED","100.0","","","","11.6","AGGREGATED","100.0","9.6","AGGREGATED","100.0"
"Calgary Int'L CS","15-September-2022","14.3","AGGREGATED","100.0","","","","8.7","AGGREGATED","100.0","212.3","AGGREGATED","100.0"
"Calgary Int'L CS","16-September-2022","14.2","AGGREGATED","100.0","","","","7.0","AGGREGATED","100.0","252.6","AGGREGATED","100.0"
"Calgary Int'L CS","17-September-2022","12.0","AGGREGATED","100.0","","","","12.5","AGGREGATED","100.0","46.8","AGGREGATED","100.0"
"Calgary Int'L CS","18-September-2022","10.6","AGGREGATED","100.0","","","","7.8","AGGREGATED","100.0","36.7","AGGREGATED","100.0"
"Calgary Int'L CS","19-September-2022","7.7","AGGREGATED","100.0","","","","19.0","AGGREGATED","100.0","347.5","AGGREGATED","100.0"
"Calgary Int'L CS","20-September-2022","6.8","AGGREGATED","100.0","","","","11.8","AGGREGATED","100.0","331.3","AGGREGATED","100.0"
"Calgary Int'L CS","21-September-2022","8.3","AGGREGATED","100.0","","","","17.2","AGGREGATED","100.0","182.4","AGGREGATED","100.0"
"Calgary Int'L CS","22-September-2022","9.5","AGGREGATED","100.0","","","","10.2","AGGREGATED","100.0","179.8","AGGREGATED","100.0"
"Calgary Int'L CS","23-September-2022","13.7","AGGREGATED","100.0","","","","17.0","AGGREGATED","100.0","303.7","AGGREGATED","100.0"
"Calgary Int'L CS","24-September-2022","15.2","AGGREGATED","100.0","","","","12.6","AGGREGATED","100.0","307.5","AGGREGATED","100.0"
"Calgary Int'L CS","25-September-2022","12.7","AGGREGATED","100.0","","","","5.6","AGGREGATED","100.0","273.1","AGGREGATED","100.0"
"Calgary Int'L CS","26-September-2022","15.0","AGGREGATED","100.0","","","","8.5","AGGREGATED","100.0","195.5","AGGREGATED","100.0"
"Calgary Int'L CS","27-September-2022","17.8","AGGREGATED","100.0","","","","9.7","AGGREGATED","100.0","232.6","AGGREGATED","100.0"
"Calgary Int'L CS","28-September-2022","17.0","AGGREGATED","100.0","","","","6.3","AGGREGATED","100.0","135.1","AGGREGATED","100.0"
"Calgary Int'L CS","29-September-2022","14.2","AGGREGATED","100.0","","","","17.6","AGGREGATED","100.0","330.9","AGGREGATED","100.0"
"Calgary Int'L CS","30-September-2022","12.5","AGGREGATED","100.0","","","","21.1","AGGREGATED","100.0","356.5","AGGREGATED","100.0"
"Calgary Int'L CS","01-October-2022","12.4","AGGREGATED","100.0","","","","9.3","AGGREGATED","100.0","204.4","AGGREGATED","100.0"
"Calgary Int'L CS","02-October-2022","13.3","AGGREGATED","100.0","","","","8.6","AGGREGATED","100.0","243.6","AGGREGATED","100.0"
"Calgary Int'L CS","03-October-2022","13.8","AGGREGATED","100.0","","","","6.1","AGGREGATED","100.0","203.7","AGGREGATED","100.0"
"Calgary Int'L CS","04-October-2022","14.4","AGGREGATED","100.0","","","","9.0","AGGREGATED","100.0","8.6","AGGREGATED","100.0"
"Calgary Int'L CS","05-October-2022","10.4","AGGREGATED","100.0","","","","11.6","AGGREGATED","100.0","76.5","AGGREGATED","100.0"
"Calgary Int'L CS","06-October-2022","8.2","AGGREGATED","100.0","","","","12.3","AGGREGATED","100.0","168.7","AGGREGATED","100.0"
"Calgary Int'L CS","07-October-2022","10.3","AGGREGATED","100.0","","","","5.4","AGGREGATED","100.0","236.4","AGGREGATED","100.0"
"Calgary Int'L CS","08-October-2022","11.8","AGGREGATED","100.0","","","","5.5","AGGREGATED","100.0","335.4","AGGREGATED","100.0"
"Calgary Int'L CS","09-October-2022","11.5","AGGREGATED","100.0","","","","6.4","AGGREGATED","100.0","291.0","AGGREGATED","100.0"
"Calgary Int'L CS","10-October-2022","12.6","AGGREGATED","100.0","","","","19.5","AGGREGATED","100.0","257.7","AGGREGATED","100.0"
"Calgary Int'L CS","11-October-2022","7.4","AGGREGATED","100.0","","","","12.2","AGGREGATED","100.0","324.3","AGGREGATED","100.0"
"Calgary Int'L CS","12-October-2022","7.8","AGGREGATED","100.0","","","","10.9","AGGREGATED","100.0","320.7","AGGREGATED","100.0"
"Calgary Int'L CS","13-October-2022","9.2","AGGREGATED","100.0","","","","6.5","AGGREGATED","100.0","231.9","AGGREGATED","100.0"
"Calgary Int'L CS","14-October-2022","11.5","AGGREGATED","100.0","","","","14.5","AGGREGATED","100.0","330.8","AGGREGATED","100.0"
"Calgary Int'L CS","15-October-2022","8.3","AGGREGATED","100.0","","","","9.3","AGGREGATED","100.0","207.4","AGGREGATED","100.0"
"Calgary Int'L CS","16-October-2022","9.5","AGGREGATED","100.0","","","","7.4","AGGREGATED","100.0","192.1","AGGREGATED","100.0"
"Calgary Int'L CS","17-October-2022","12.1","AGGREGATED","100.0","","","","7.0","AGGREGATED","100.0","218.6","AGGREGATED","100.0"
"Calgary Int'L CS","18-October-2022","12.3","AGGREGATED","100.0","","","","4.8","AGGREGATED","100.0","323.5","AGGREGATED","100.0"
"Calgary Int'L CS","19-October-2022","12.2","AGGREGATED","100.0","","","","7.5","AGGREGATED","100.0","253.7","AGGREGATED","100.0"
"Calgary Int'L CS","20-October-2022","10.3","AGGREGATED","100.0","","","","14.2","AGGREGATED","100.0","319.1","AGGREGATED","100.0"
"Calgary Int'L CS","21-October-2022","3.6","AGGREGATED","100.0","","","","9.3","AGGREGATED","100.0","8.2","AGGREGATED","100.0"
"Calgary Int'L CS","22-October-2022","0.1","AGGREGATED","100.0","","","","15.3","AGGREGATED","100.0","12.3","AGGREGATED","100.0"
"Calgary Int'L CS","23-October-2022","-0.5","AGGREGATED","100.0","","","","13.3","AGGREGATED","100.0","349.5","AGGREGATED","100.0"
"Calgary Int'L CS","24-October-2022","-0.9","AGGREGATED","100.0","","","","7.1","AGGREGATED","100.0","231.6","AGGREGATED","100.0"
"Calgary Int'L CS","25-October-2022","0.2","AGGREGATED","100.0","","","","10.8","AGGREGATED","100.0","222.9","AGGREGATED","100.0"
"Calgary Int'L CS","26-October-2022","2.0","AGGREGATED","100.0","","","","12.1","AGGREGATED","100.0","234.5","AGGREGATED","100.0"
"Calgary Int'L CS","27-October-2022","7.1","AGGREGATED","100.0","","","","24.4","AGGREGATED","100.0","236.8","AGGREGATED","100.0"
"Calgary Int'L CS","28-October-2022","4.6","AGGREGATED","100.0","","","","10.3","AGGREGATED","100.0","191.4","AGGREGATED","100.0"
"Calgary Int'L CS","29-October-2022","4.7","AGGREGATED","100.0","","","","11.1","AGGREGATED","100.0","215.6","AGGREGATED","100.0"
"Calgary Int'L CS","30-October-2022","8.5","AGGREGATED","100.0","","","","20.7","AGGREGATED","100.0","239.5","AGGREGATED","100.0"
"Calgary Int'L CS","31-October-2022","2.2","AGGREGATED","100.0","","","","11.1","AGGREGATED","100.0","130.9","AGGREGATED","100.0"
"Calgary Int'L CS","01-November-2022","-0.8","AGGREGATED","100.0","","","","21.1","AGGREGATED","100.0","349.7","AGGREGATED","100.0"
"Calgary Int'L CS","02-November-2022","-5.8","AGGREGATED","100.0","","","","32.6","AGGREGATED","100.0","343.0","AGGREGATED","100.0"
"Calgary Int'L CS","03-November-2022","-7.7","AGGREGATED","100.0","","","","7.9","AGGREGATED","100.0","212.9","AGGREGATED","100.0"
"Calgary Int'L CS","04-November-2022","-0.1","AGGREGATED","100.0","","","","7.5","AGGREGATED","100.0","189.4","AGGREGATED","100.0"
"Calgary Int'L CS","05-November-2022","-4.9","AGGREGATED","100.0","","","","29.6","AGGREGATED","100.0","342.7","AGGREGATED","100.0"
"Calgary Int'L CS","06-November-2022","-13.3","AGGREGATED","100.0","","","","19.0","AGGREGATED","100.0","9.5","AGGREGATED","100.0"
"Calgary Int'L CS","07-November-2022","-16.8","AGGREGATED","100.0","","","","16.5","AGGREGATED","100.0","28.0","AGGREGATED","100.0"
"Calgary Int'L CS","08-November-2022","-19.9","AGGREGATED","100.0","","","","10.1","AGGREGATED","100.0","328.5","AGGREGATED","100.0"
"Calgary Int'L CS","09-November-2022","-19.8","AGGREGATED","100.0","","","","10.3","AGGREGATED","100.0","177.4","AGGREGATED","100.0"
"Calgary Int'L CS","10-November-2022","-13.5","AGGREGATED","100.0","","","","7.5","AGGREGATED","100.0","224.0","AGGREGATED","100.0"
"Calgary Int'L CS","11-November-2022","-8.7","AGGREGATED","100.0","","","","4.6","AGGREGATED","100.0","223.9","AGGREGATED","100.0"
"Calgary Int'L CS","12-November-2022","-4.5","AGGREGATED","100.0","","","","10.4","AGGREGATED","100.0","327.9","AGGREGATED","100.0"
"Calgary Int'L CS","13-November-2022","-4.6","AGGREGATED","100.0","","","","7.0","AGGREGATED","100.0","289.6","AGGREGATED","100.0"
"Calgary Int'L CS","14-November-2022","-0.8","AGGREGATED","100.0","","","","15.8","AGGREGATED","100.0","335.9","AGGREGATED","100.0"
"Calgary Int'L CS","15-November-2022","-0.9","AGGREGATED","100.0","","","","17.4","AGGREGATED","100.0","303.8","AGGREGATED","100.0"
"Calgary Int'L CS","16-November-2022","-3.2","AGGREGATED","100.0","","","","25.0","AGGREGATED","100.0","336.5","AGGREGATED","100.0"
"Calgary Int'L CS","17-November-2022","-9.9","AGGREGATED","100.0","","","","17.2","AGGREGATED","100.0","284.7","AGGREGATED","100.0"
"Calgary Int'L CS","18-November-2022","-6.7","AGGREGATED","100.0","","","","12.0","AGGREGATED","100.0","307.3","AGGREGATED","100.0"
"Calgary Int'L CS","19-November-2022","-3.4","AGGREGATED","100.0","","","","10.3","AGGREGATED","100.0","264.0","AGGREGATED","100.0"
"Calgary Int'L CS","20-November-2022","-0.4","AGGREGATED","100.0","","","","6.9","AGGREGATED","100.0","310.6","AGGREGATED","100.0"
"Calgary Int'L CS","21-November-2022","1.9","AGGREGATED","100.0","","","","10.7","AGGREGATED","100.0","286.1","AGGREGATED","100.0"
"Calgary Int'L CS","22-November-2022","5.1","AGGREGATED","100.0","","","","13.1","AGGREGATED","100.0","249.7","AGGREGATED","100.0"
"Calgary Int'L CS","23-November-2022","2.1","AGGREGATED","100.0","","","","16.1","AGGREGATED","100.0","287.0","AGGREGATED","100.0"
"Calgary Int'L CS","24-November-2022","5.4","AGGREGATED","100.0","","","","14.7","AGGREGATED","100.0","221.8","AGGREGATED","100.0"
"Calgary Int'L CS","25-November-2022","5.8","AGGREGATED","100.0","","","","23.7","AGGREGATED","100.0","269.5","AGGREGATED","100.0"
"Calgary Int'L CS","26-November-2022","0.4","AGGREGATED","100.0","","","","13.6","AGGREGATED","100.0","237.2","AGGREGATED","100.0"
"Calgary Int'L CS","27-November-2022","-2.3","AGGREGATED","100.0","","","","26.0","AGGREGATED","100.0","320.1","AGGREGATED","100.0"
"Calgary Int'L CS","28-November-2022","-12.7","AGGREGATED","100.0","","","","34.0","AGGREGATED","100.0","343.4","AGGREGATED","100.0"
"Calgary Int'L CS","29-November-2022","-16.9","AGGREGATED","100.0","","","","14.7","AGGREGATED","100.0","9.1","AGGREGATED","100.0"
"Calgary Int'L CS","30-November-2022","-18.3","AGGREGATED","100.0","","","","17.1","AGGREGATED","100.0","93.0","AGGREGATED","100.0"
"Calgary Int'L CS","01-December-2022","-21.8","AGGREGATED","100.0","","","","11.5","AGGREGATED","100.0","356.0","AGGREGATED","100.0"
"Calgary Int'L CS","02-December-2022","-20.5","AGGREGATED","100.0","","","","7.6","AGGREGATED","100.0","284.2","AGGREGATED","100.0"
"Calgary Int'L CS","03-December-2022","-11.2","AGGREGATED","100.0","","","","13.8","AGGREGATED","100.0","218.6","AGGREGATED","100.0"
"Calgary Int'L CS","04-December-2022","-3.2","AGGREGATED","100.0","","","","17.2","AGGREGATED","100.0","337.3","AGGREGATED","100.0"
"Calgary Int'L CS","05-December-2022","-11.0","AGGREGATED","100.0","","","","15.9","AGGREGATED","100.0","37.8","AGGREGATED","100.0"
"Calgary Int'L CS","06-December-2022","-22.0","AGGREGATED","100.0","","","","15.4","AGGREGATED","100.0","140.1","AGGREGATED","100.0"
